,기간,자치구,사람 수,남자수,여자수,유기견수,복귀,입양분양,폐사안락사,계류기증,분류,있다,없다,동물판매업소,유상입양,무상입양,인터넷을 통해 구입,유기동물 입양,원래 기르던 동물이 낳은 새끼,기타,계,1인가구,2인가구,3인가구,4인가구,5인 가구,6인가구,7인이상 가구,평균가구원수,전체세대,1인세대,2인세대,3인세대,4인세대,5인세대,6인세대,7인세대,8인세대,9인세대,10인세대 이상,합계,단독주택,아파트,연립주택,다세대주택,비거주용 건물내 주택,주택이외의 거처,합계_남,합계_여,단독주택_남,단독주택_여,아파트_남,아파트_여,연립주택_남,연립주택_여,다세대주택_남,다세대주택_여,비거주용 건물내 주택_남,비거주용 건물내 주택_여,주택이외의 거처_남,주택이외의 거처_여
130,2010,합계,10312545,5111259,5201286,11120,2006,3460,4923,731,,,,,,,,,,,3504297.0,854606.0,781527.0,788115.0,807836.0,209061.0,47659.0,15493.0,2.7,,,,,,,,,,,,854606.0,468885.0,170339.0,18489.0,83065.0,18490.0,95338.0,404576.0,450030.0,233780.0,235105.0,64801.0,105538.0,7803.0,10686.0,36039.0,47026.0,10509.0,7981.0,51644.0,43694.0
131,2010,종로구,170578,85182,85396,287,79,75,21,112,,,,,,,,,,,57807.0,18156.0,13073.0,11255.0,10832.0,3315.0,849.0,327.0,2.5,,,,,,,,,,,,18156.0,10099.0,1517.0,781.0,2328.0,572.0,2859.0,8901.0,9255.0,5092.0,5007.0,592.0,925.0,275.0,506.0,1043.0,1285.0,352.0,220.0,1547.0,1312.0
132,2010,중구,132822,66879,65943,160,24,29,104,3,,,,,,,,,,,45656.0,13909.0,10957.0,9357.0,8229.0,2426.0,580.0,198.0,2.5,,,,,,,,,,,,13909.0,6411.0,3001.0,289.0,1385.0,646.0,2177.0,6960.0,6949.0,3115.0,3296.0,1240.0,1761.0,128.0,161.0,714.0,671.0,404.0,242.0,1359.0,818.0
133,2010,용산구,244853,119482,125371,461,80,193,188,-,,,,,,,,,,,86470.0,25846.0,21376.0,17988.0,15721.0,4280.0,958.0,301.0,2.5,,,,,,,,,,,,25846.0,13670.0,4609.0,675.0,3008.0,507.0,3377.0,11844.0,14002.0,6215.0,7455.0,1723.0,2886.0,298.0,377.0,1336.0,1672.0,280.0,227.0,1992.0,1385.0
134,2010,성동구,309093,155067,154026,247,38,45,144,20,,,,,,,,,,,107114.0,27041.0,25050.0,23471.0,23512.0,6070.0,1456.0,514.0,2.7,,,,,,,,,,,,27041.0,16230.0,5844.0,310.0,1638.0,572.0,2447.0,13762.0,13279.0,8916.0,7314.0,2264.0,3580.0,140.0,170.0,775.0,863.0,325.0,247.0,1342.0,1105.0
135,2010,광진구,375463,186024,189439,386,59,94,228,5,,,,,,,,,,,133468.0,36411.0,30313.0,28304.0,28981.0,7260.0,1653.0,546.0,2.6,,,,,,,,,,,,36411.0,28265.0,2075.0,581.0,2660.0,943.0,1887.0,17326.0,19085.0,13756.0,14509.0,804.0,1271.0,243.0,338.0,1159.0,1501.0,473.0,470.0,891.0,996.0
136,2010,동대문구,366786,184874,181912,350,46,69,140,95,,,,,,,,,,,128042.0,36897.0,28178.0,26703.0,26278.0,7408.0,1924.0,654.0,2.6,,,,,,,,,,,,36897.0,24889.0,5052.0,593.0,2035.0,806.0,3522.0,18719.0,18178.0,13078.0,11811.0,2025.0,3027.0,265.0,328.0,1055.0,980.0,444.0,362.0,1852.0,1670.0
137,2010,중랑구,427455,214383,213072,552,45,213,293,1,,,,,,,,,,,144951.0,33324.0,33469.0,33753.0,33129.0,8631.0,2034.0,611.0,2.7,,,,,,,,,,,,33324.0,25122.0,4232.0,931.0,1400.0,666.0,973.0,16322.0,17002.0,12719.0,12403.0,1666.0,2566.0,418.0,513.0,628.0,772.0,364.0,302.0,527.0,446.0
138,2010,성북구,488932,241927,247005,439,54,42,321,22,,,,,,,,,,,162896.0,38652.0,36345.0,37098.0,37417.0,10113.0,2458.0,813.0,2.7,,,,,,,,,,,,38652.0,24565.0,6665.0,731.0,3272.0,1014.0,2405.0,17621.0,21031.0,11412.0,13153.0,2778.0,3887.0,328.0,403.0,1417.0,1855.0,496.0,518.0,1190.0,1215.0
139,2010,강북구,346520,172109,174411,470,38,139,293,-,,,,,,,,,,,117072.0,26054.0,28303.0,27893.0,25488.0,6934.0,1807.0,593.0,2.7,,,,,,,,,,,,26054.0,16086.0,3706.0,663.0,3768.0,624.0,1207.0,11415.0,14639.0,7189.0,8897.0,1372.0,2334.0,271.0,392.0,1542.0,2226.0,362.0,262.0,679.0,528.0
140,2010,도봉구,368298,182407,185891,353,64,65,220,4,,,,,,,,,,,118947.0,21233.0,26510.0,29910.0,31272.0,7719.0,1755.0,548.0,2.9,,,,,,,,,,,,21233.0,9293.0,7233.0,645.0,2505.0,255.0,1302.0,9133.0,12100.0,4422.0,4871.0,2531.0,4702.0,273.0,372.0,1035.0,1470.0,143.0,112.0,729.0,573.0
141,2010,노원구,611230,299384,311846,354,65,78,211,-,,,,,,,,,,,197168.0,34290.0,42867.0,48337.0,55483.0,12875.0,2613.0,703.0,2.9,,,,,,,,,,,,34290.0,7977.0,22853.0,553.0,1329.0,364.0,1214.0,13836.0,20454.0,4140.0,3837.0,8030.0,14823.0,231.0,322.0,578.0,751.0,230.0,134.0,627.0,587.0
142,2010,은평구,488109,240536,247573,968,210,396,199,163,,,,,,,,,,,154923.0,29795.0,36053.0,37846.0,37281.0,10368.0,2681.0,899.0,2.8,,,,,,,,,,,,29795.0,14319.0,2997.0,980.0,9185.0,426.0,1888.0,13060.0,16735.0,6363.0,7956.0,1282.0,1715.0,394.0,586.0,3911.0,5274.0,194.0,232.0,916.0,972.0
143,2010,서대문구,324541,158857,165684,446,83,233,130,-,,,,,,,,,,,112701.0,29943.0,25826.0,23951.0,23946.0,6691.0,1748.0,596.0,2.6,,,,,,,,,,,,29943.0,16772.0,4436.0,972.0,4039.0,544.0,3180.0,13055.0,16888.0,7738.0,9034.0,1581.0,2855.0,408.0,564.0,1762.0,2277.0,229.0,315.0,1337.0,1843.0
144,2010,마포구,391865,191034,200831,464,90,102,61,211,,,,,,,,,,,141402.0,41109.0,33534.0,29318.0,27842.0,7323.0,1739.0,537.0,2.5,,,,,,,,,,,,41109.0,20468.0,6846.0,1235.0,4988.0,739.0,6833.0,18475.0,22634.0,9529.0,10939.0,2645.0,4201.0,485.0,750.0,2171.0,2817.0,369.0,370.0,3276.0,3557.0
145,2010,양천구,500001,249024,250977,639,153,243,228,15,,,,,,,,,,,154239.0,25218.0,30440.0,38023.0,46514.0,11108.0,2210.0,726.0,3.0,,,,,,,,,,,,25218.0,12609.0,6252.0,839.0,3422.0,354.0,1742.0,11290.0,13928.0,6178.0,6431.0,2351.0,3901.0,362.0,477.0,1420.0,2002.0,206.0,148.0,773.0,969.0
146,2010,강서구,574127,283248,290879,499,89,78,324,8,,,,,,,,,,,193629.0,41804.0,43145.0,46633.0,46647.0,11965.0,2576.0,859.0,2.8,,,,,,,,,,,,41804.0,15048.0,12891.0,824.0,5367.0,741.0,6933.0,19340.0,22464.0,7573.0,7475.0,5130.0,7761.0,353.0,471.0,2374.0,2993.0,430.0,311.0,3480.0,3453.0
147,2010,구로구,423736,214032,209704,520,92,149,241,38,,,,,,,,,,,142678.0,30156.0,32185.0,34077.0,34362.0,9121.0,2091.0,686.0,2.8,,,,,,,,,,,,30156.0,14252.0,5317.0,1110.0,2239.0,467.0,6771.0,15775.0,14381.0,7773.0,6479.0,2361.0,2956.0,424.0,686.0,1035.0,1204.0,290.0,177.0,3892.0,2879.0
148,2010,금천구,245195,125528,119667,268,42,61,165,-,,,,,,,,,,,86533.0,23274.0,19298.0,18847.0,18689.0,4889.0,1170.0,366.0,2.6,,,,,,,,,,,,23274.0,15052.0,2493.0,659.0,788.0,376.0,3906.0,13034.0,10240.0,8543.0,6509.0,1014.0,1479.0,290.0,369.0,368.0,420.0,255.0,121.0,2564.0,1342.0
149,2010,영등포구,406833,205106,201727,281,59,60,162,-,,,,,,,,,,,138637.0,34158.0,32312.0,31145.0,30647.0,7984.0,1813.0,578.0,2.7,,,,,,,,,,,,34158.0,18153.0,5969.0,393.0,1082.0,692.0,7869.0,17549.0,16609.0,9249.0,8904.0,2378.0,3591.0,166.0,227.0,516.0,566.0,422.0,270.0,4818.0,3051.0
150,2010,동작구,402709,198587,204122,526,81,103,319,23,,,,,,,,,,,145744.0,40256.0,33201.0,30934.0,30440.0,8269.0,2002.0,642.0,2.6,,,,,,,,,,,,40256.0,26343.0,5045.0,735.0,2705.0,1169.0,4259.0,20383.0,19873.0,13578.0,12765.0,1987.0,3058.0,342.0,393.0,1247.0,1458.0,710.0,459.0,2519.0,1740.0
151,2010,관악구,531434,269783,261651,617,121,313,178,5,,,,,,,,,,,217359.0,84423.0,45930.0,38542.0,35910.0,9582.0,2230.0,742.0,2.3,,,,,,,,,,,,84423.0,56278.0,5996.0,1305.0,3082.0,2471.0,15291.0,46540.0,37883.0,31471.0,24807.0,2540.0,3456.0,555.0,750.0,1443.0,1639.0,1608.0,863.0,8923.0,6368.0
152,2010,서초구,434720,210652,224068,213,48,39,126,-,,,,,,,,,,,136840.0,29188.0,29678.0,31999.0,34533.0,8787.0,1952.0,703.0,2.8,,,,,,,,,,,,29188.0,12370.0,9205.0,736.0,2856.0,942.0,3079.0,12682.0,16506.0,5688.0,6682.0,3315.0,5890.0,323.0,413.0,1244.0,1612.0,561.0,381.0,1551.0,1528.0
153,2010,강남구,570095,274303,295792,346,82,82,176,6,,,,,,,,,,,200965.0,59528.0,42772.0,41331.0,43953.0,10670.0,2012.0,699.0,2.6,,,,,,,,,,,,59528.0,27496.0,18317.0,895.0,5558.0,987.0,6275.0,24010.0,35518.0,11658.0,15838.0,6471.0,11846.0,378.0,517.0,2105.0,3453.0,496.0,491.0,2902.0,3373.0
154,2010,송파구,685279,336359,348920,549,65,164,320,-,,,,,,,,,,,219426.0,42222.0,46802.0,52671.0,58910.0,14744.0,3108.0,969.0,2.9,,,,,,,,,,,,42222.0,17750.0,10681.0,639.0,10548.0,924.0,1680.0,18658.0,23564.0,8692.0,9058.0,3952.0,6729.0,278.0,361.0,4385.0,6163.0,498.0,426.0,853.0,827.0
155,2010,강동구,491871,246492,245379,725,199,395,131,-,,,,,,,,,,,159630.0,31719.0,33910.0,38729.0,41820.0,10529.0,2240.0,683.0,2.8,,,,,,,,,,,,31719.0,19368.0,7107.0,415.0,1878.0,689.0,2262.0,14886.0,16833.0,9693.0,9675.0,2769.0,4338.0,175.0,240.0,776.0,1102.0,368.0,321.0,1105.0,1157.0
156,2011,합계,10249679,5073899,5175780,8523,1759,2376,4365,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2011,종로구,168382,83931,84451,181,26,12,143,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2011,중구,133193,67065,66128,128,25,15,88,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,2011,용산구,246501,120183,126318,469,61,360,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2011,성동구,300711,150655,150056,222,48,30,144,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2011,광진구,371936,184103,187833,312,65,48,199,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2011,동대문구,365486,183925,181561,419,60,126,233,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,2011,중랑구,423706,212291,211415,365,54,42,269,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2011,성북구,485171,239726,245445,376,68,50,258,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2011,강북구,345054,170906,174148,317,48,28,241,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2011,도봉구,365573,181004,184569,289,46,43,200,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2011,노원구,603930,295551,308379,308,77,47,184,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,2011,은평구,493634,242779,250855,412,78,40,294,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2011,서대문구,314852,154033,160819,273,67,57,149,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2011,마포구,389493,189243,200250,443,80,276,87,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2011,양천구,500210,248927,251283,577,178,212,172,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2011,강서구,569072,280274,288798,397,59,37,301,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2011,구로구,427468,215474,211994,292,38,36,218,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2011,금천구,243438,124665,118773,212,26,9,177,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2011,영등포구,397443,199987,197456,267,57,85,125,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2011,동작구,401408,197672,203736,324,57,32,235,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2011,관악구,526397,267145,259252,550,138,347,65,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2011,서초구,433564,209902,223662,167,47,18,102,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,2011,강남구,565710,271991,293719,222,52,33,137,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2011,송파구,682209,334494,347715,363,82,53,228,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,2011,강동구,495138,247973,247165,638,222,340,76,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2012,합계,10195318,5041336,5153982,7860,1762,2327,3310,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,2012,종로구,165207,82274,82933,129,17,31,77,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,2012,중구,133360,67043,66317,97,17,9,71,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2012,용산구,243232,118461,124771,461,115,323,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,2012,성동구,299604,149832,149772,206,33,30,127,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,2012,광진구,371313,183528,187785,307,77,68,138,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,2012,동대문구,363258,182661,180597,341,56,76,205,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2012,중랑구,419295,210043,209252,392,74,72,230,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,2012,성북구,481857,237474,244383,349,66,49,218,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,2012,강북구,343157,169866,173291,365,56,69,225,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,2012,도봉구,362270,179194,183076,258,56,53,148,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2012,노원구,597189,292081,305108,265,59,46,153,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,2012,은평구,501480,246318,255162,406,91,53,262,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2012,서대문구,315113,154017,161096,258,47,99,98,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2012,마포구,384644,186452,198192,403,103,123,47,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,2012,양천구,495911,246637,249274,541,175,213,122,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,2012,강서구,567431,278969,288462,385,74,94,217,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2012,구로구,427520,214982,212538,247,48,40,146,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2012,금천구,243288,124675,118613,266,40,110,116,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,2012,영등포구,391408,196765,194643,239,34,55,126,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,2012,동작구,405491,199454,206037,288,85,89,114,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2012,관악구,523029,265281,257748,505,128,282,57,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,2012,서초구,435044,210440,224604,171,37,31,93,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2012,강남구,564197,270970,293227,248,58,56,122,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,2012,송파구,673115,329747,343368,300,72,67,130,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2012,강동구,487905,244172,243733,433,144,189,56,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2013,합계,10143645,5007869,5135776,7803,2007,1660,3690,446,,,,,,,,,,,,,,,,,,,,4182351.0,1510202.0,810516.0,780698.0,822832.0,200130.0,44057.0,9977.0,2583.0,805.0,551.0,,,,,,,,,,,,,,,,,,,,,
209,2013,종로구,160070,79519,80551,141,28,15,58,40,,,,,,,,,,,,,,,,,,,,73693.0,34259.0,13213.0,11146.0,10932.0,3123.0,755.0,197.0,40.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,
210,2013,중구,130465,65371,65094,149,31,9,77,32,,,,,,,,,,,,,,,,,,,,60600.0,27959.0,11709.0,9385.0,8515.0,2287.0,548.0,137.0,33.0,10.0,17.0,,,,,,,,,,,,,,,,,,,,,
211,2013,용산구,239740,116491,123249,427,142,242,43,-,,,,,,,,,,,,,,,,,,,,109361.0,48569.0,21093.0,17772.0,16371.0,4208.0,984.0,244.0,82.0,20.0,18.0,,,,,,,,,,,,,,,,,,,,,
212,2013,성동구,299337,149304,150033,196,39,27,125,5,,,,,,,,,,,,,,,,,,,,126447.0,47609.0,25016.0,23452.0,22951.0,5613.0,1370.0,316.0,87.0,27.0,6.0,,,,,,,,,,,,,,,,,,,,,
213,2013,광진구,368927,181864,187063,274,93,37,140,4,,,,,,,,,,,,,,,,,,,,159173.0,63947.0,29791.0,27517.0,29302.0,6697.0,1465.0,321.0,98.0,22.0,13.0,,,,,,,,,,,,,,,,,,,,,
214,2013,동대문구,364273,182987,181286,327,72,38,131,86,,,,,,,,,,,,,,,,,,,,159256.0,65746.0,30360.0,27139.0,26733.0,6963.0,1771.0,394.0,111.0,24.0,15.0,,,,,,,,,,,,,,,,,,,,,
215,2013,중랑구,416798,208641,208157,327,74,46,178,29,,,,,,,,,,,,,,,,,,,,174938.0,64099.0,35544.0,33038.0,32022.0,8040.0,1696.0,368.0,83.0,35.0,13.0,,,,,,,,,,,,,,,,,,,,,
216,2013,성북구,476589,234573,242016,356,70,39,241,6,,,,,,,,,,,,,,,,,,,,196693.0,71297.0,38149.0,37123.0,37755.0,9416.0,2252.0,519.0,117.0,33.0,32.0,,,,,,,,,,,,,,,,,,,,,
217,2013,강북구,338707,167342,171365,400,77,40,250,33,,,,,,,,,,,,,,,,,,,,141246.0,49819.0,30550.0,27411.0,24985.0,6528.0,1428.0,376.0,97.0,35.0,17.0,,,,,,,,,,,,,,,,,,,,,
218,2013,도봉구,358582,177153,181429,272,73,28,169,2,,,,,,,,,,,,,,,,,,,,137714.0,39580.0,28352.0,29518.0,30617.0,7396.0,1727.0,389.0,97.0,25.0,13.0,,,,,,,,,,,,,,,,,,,,,
219,2013,노원구,590479,288435,302044,305,61,34,204,6,,,,,,,,,,,,,,,,,,,,222132.0,60870.0,44202.0,46844.0,54923.0,12318.0,2283.0,509.0,129.0,32.0,22.0,,,,,,,,,,,,,,,,,,,,,
220,2013,은평구,503660,246858,256802,438,111,41,280,6,,,,,,,,,,,,,,,,,,,,202487.0,67044.0,42388.0,40182.0,39495.0,10265.0,2418.0,507.0,114.0,35.0,39.0,,,,,,,,,,,,,,,,,,,,,
221,2013,서대문구,314110,153315,160795,300,64,39,100,97,,,,,,,,,,,,,,,,,,,,135272.0,53553.0,26679.0,23812.0,23499.0,5868.0,1433.0,310.0,78.0,22.0,18.0,,,,,,,,,,,,,,,,,,,,,
222,2013,마포구,381856,184774,197082,364,112,141,52,59,,,,,,,,,,,,,,,,,,,,166780.0,67846.0,33039.0,28475.0,28278.0,7031.0,1586.0,369.0,91.0,38.0,27.0,,,,,,,,,,,,,,,,,,,,,
