,01_data(05~18),,,,02_data(05~18),,,,,03_data(14~18),,,,,,,,,"06_data(05,10,15,16,17,18)",,,,,,,,,11_data(13~18),,,,,,,,,,,13_data(15~18),,,,,,07_data(10~18),,,08_data(13~18),04_data(10~18),,,,,,,,,,,,,,,,,,,,,05_data(10~18),,,,,,
2010,은평구,488109,240536,247573,968,210,396,199,163,,,,,,,,,,154923,29795,36053,37846,37281,10368,2681,899,2.8,,,,,,,,,,,,,,,,,,29693429,15855632,53.4,,29795,14319,2997,980,9185,426,1888,13060,16735,6363,7956,1282,1715,394,586,3911,5274,194,232,916,972,97,4142,6823,5167,4563,4499,4504
2010,서대문구,324541,158857,165684,446,83,233,130,-,,,,,,,,,,112701,29943,25826,23951,23946,6691,1748,596,2.6,,,,,,,,,,,,,,,,,,17604644,5569794,31.64,,29943,16772,4436,972,4039,544,3180,13055,16888,7738,9034,1581,2855,408,564,1762,2277,229,315,1337,1843,583,9590,6074,3748,2961,3123,3864
2010,마포구,391865,191034,200831,464,90,102,61,211,,,,,,,,,,141402,41109,33534,29318,27842,7323,1739,537,2.5,,,,,,,,,,,,,,,,,,23878863,5082176,21.28,,41109,20468,6846,1235,4988,739,6833,18475,22634,9529,10939,2645,4201,485,750,2171,2817,369,370,3276,3557,635,12750,11866,5275,3559,3294,3730
2010,양천구,500001,249024,250977,639,153,243,228,15,,,,,,,,,,154239,25218,30440,38023,46514,11108,2210,726,3,,,,,,,,,,,,,,,,,,17404771,2865537,16.46,,25218,12609,6252,839,3422,354,1742,11290,13928,6178,6431,2351,3901,362,477,1420,2002,206,148,773,969,105,3519,5802,4677,4050,3188,3877
2010,강서구,574127,283248,290879,499,89,78,324,8,,,,,,,,,,193629,41804,43145,46633,46647,11965,2576,859,2.8,,,,,,,,,,,,,,,,,,41426778,4004108,9.67,,41804,15048,12891,824,5367,741,6933,19340,22464,7573,7475,5130,7761,353,471,2374,2993,430,311,3480,3453,231,7383,10802,6865,6186,4830,5507
2010,구로구,423736,214032,209704,520,92,149,241,38,,,,,,,,,,142678,30156,32185,34077,34362,9121,2091,686,2.8,,,,,,,,,,,,,,,,,,20120845,3169940,15.75,,30156,14252,5317,1110,2239,467,6771,15775,14381,7773,6479,2361,2956,424,686,1035,1204,290,177,3892,2879,141,6013,8081,5131,4006,3446,3338
2010,금천구,245195,125528,119667,268,42,61,165,-,,,,,,,,,,86533,23274,19298,18847,18689,4889,1170,366,2.6,,,,,,,,,,,,,,,,,,13000338,2189460,16.84,,23274,15052,2493,659,788,376,3906,13034,10240,8543,6509,1014,1479,290,369,368,420,255,121,2564,1342,112,4459,5472,4611,3430,2635,2555
2010,영등포구,406833,205106,201727,281,59,60,162,-,,,,,,,,,,138637,34158,32312,31145,30647,7984,1813,578,2.7,,,,,,,,,,,,,,,,,,24565689,2184367,8.89,,34158,18153,5969,393,1082,692,7869,17549,16609,9249,8904,2378,3591,166,227,516,566,422,270,4818,3051,140,7013,8862,5733,4508,3774,4128
2010,동작구,402709,198587,204122,526,81,103,319,23,,,,,,,,,,145744,40256,33201,30934,30440,8269,2002,642,2.6,,,,,,,,,,,,,,,,,,16348781,4565309,27.92,,40256,26343,5045,735,2705,1169,4259,20383,19873,13578,12765,1987,3058,342,393,1247,1458,710,459,2519,1740,654,15426,9498,4338,3385,3328,3627
2010,관악구,531434,269783,261651,617,121,313,178,5,,,,,,,,,,217359,84423,45930,38542,35910,9582,2230,742,2.3,,,,,,,,,,,,,,,,,,29568333,10964935,37.08,,84423,56278,5996,1305,3082,2471,15291,46540,37883,31471,24807,2540,3456,555,750,1443,1639,1608,863,8923,6368,1217,36312,23788,8523,5487,4688,4408
2010,서초구,434720,210652,224068,213,48,39,126,-,,,,,,,,,,136840,29188,29678,31999,34533,8787,1952,703,2.8,,,,,,,,,,,,,,,,,,47003193,15822490,33.66,,29188,12370,9205,736,2856,942,3079,12682,16506,5688,6682,3315,5890,323,413,1244,1612,561,381,1551,1528,397,7400,9114,4517,3096,2351,2313
2010,강남구,570095,274303,295792,346,82,82,176,6,,,,,,,,,,200965,59528,42772,41331,43953,10670,2012,699,2.6,,,,,,,,,,,,,,,,,,39514482,5671726,14.35,,59528,27496,18317,895,5558,987,6275,24010,35518,11658,15838,6471,11846,378,517,2105,3453,496,491,2902,3373,535,18543,19963,8055,5062,3645,3725
2010,송파구,685279,336359,348920,549,65,164,320,-,,,,,,,,,,219426,42222,46802,52671,58910,14744,3108,969,2.9,,,,,,,,,,,,,,,,,,33877674,4685813,13.83,,42222,17750,10681,639,10548,924,1680,18658,23564,8692,9058,3952,6729,278,361,4385,6163,498,426,853,827,155,8837,12764,6962,5266,3999,4239
2010,강동구,491871,246492,245379,725,199,395,131,-,,,,,,,,,,159630,31719,33910,38729,41820,10529,2240,683,2.8,,,,,,,,,,,,,,,,,,24584502,2815222,11.45,,31719,19368,7107,415,1878,689,2262,14886,16833,9693,9675,2769,4338,175,240,776,1102,368,321,1105,1157,116,5607,8067,5783,4973,3489,3684
2011,합계,10249679,5073899,5175780,8523,1759,2376,4365,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605207639,170002535,28.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,종로구,168382,83931,84451,181,26,12,143,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23907066,10898612,45.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,중구,133193,67065,66128,128,25,15,88,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9960980,3129681,31.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,용산구,246501,120183,126318,469,61,360,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21867848,1352723,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,성동구,300711,150655,150056,222,48,30,144,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16849230,2955224,17.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,광진구,371936,184103,187833,312,65,48,199,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17063205,3395585,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,동대문구,365486,183925,181561,419,60,126,233,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14202512,1237089,8.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,중랑구,423706,212291,211415,365,54,42,269,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18497283,5242896,28.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,성북구,485171,239726,245445,376,68,50,258,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24566950,8166745,33.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,강북구,345054,170906,174148,317,48,28,241,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23595514,14338750,60.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,도봉구,365573,181004,184569,289,46,43,200,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20701742,10505131,50.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,노원구,603930,295551,308379,308,77,47,184,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35435559,14125799,39.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,은평구,493634,242779,250855,412,78,40,294,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29694750,15855632,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,서대문구,314852,154033,160819,273,67,57,149,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17604570,5579538,31.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,마포구,389493,189243,200250,443,80,276,87,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23841119,5082176,21.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,양천구,500210,248927,251283,577,178,212,172,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17405468,2865537,16.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,강서구,569072,280274,288798,397,59,37,301,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41425528,4004108,9.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,구로구,427468,215474,211994,292,38,36,218,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20121865,3186942,15.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,금천구,243438,124665,118773,212,26,9,177,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000673,2189460,16.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,영등포구,397443,199987,197456,267,57,85,125,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24566803,2189755,8.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,동작구,401408,197672,203736,324,57,32,235,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16352467,4567523,27.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,관악구,526397,267145,259252,550,138,347,65,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29568185,10973593,37.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,서초구,433564,209902,223662,167,47,18,102,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47003527,15822490,33.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,강남구,565710,271991,293719,222,52,33,137,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39514032,5671726,14.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,송파구,682209,334494,347715,363,82,53,228,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33875723,4717795,13.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,강동구,495138,247973,247165,638,222,340,76,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24585041,2815222,11.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,합계,10195318,5041336,5153982,7860,1762,2327,3310,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605177231,169125415,27.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,종로구,165207,82274,82933,129,17,31,77,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23907125,11643911,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,중구,133360,67043,66317,97,17,9,71,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9961047,3129780,31.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,용산구,243232,118461,124771,461,115,323,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21868778,1352723,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,성동구,299604,149832,149772,206,33,30,127,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16847657,2954998,17.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,광진구,371313,183528,187785,307,77,68,138,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17063533,3395585,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,동대문구,363258,182661,180597,341,56,76,205,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14201937,1238128,8.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,중랑구,419295,210043,209252,392,74,72,230,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18496973,5242896,28.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,성북구,481857,237474,244383,349,66,49,218,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24571370,8391240,34.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,강북구,343157,169866,173291,365,56,69,225,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23596770,14336569,60.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,도봉구,362270,179194,183076,258,56,53,148,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20702253,10059131,48.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,노원구,597189,292081,305108,265,59,46,153,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35436698,14142418,39.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,은평구,501480,246318,255162,406,91,53,262,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29698481,14026096,47.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,서대문구,315113,154017,161096,258,47,99,98,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17606580,5506908,31.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,마포구,384644,186452,198192,403,103,123,47,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23837765,5214143,21.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,양천구,495911,246637,249274,541,175,213,122,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17398383,2906057,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,강서구,567431,278969,288462,385,74,94,217,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41426804,4004108,9.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,구로구,427520,214982,212538,247,48,40,146,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20119409,3186878,15.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,금천구,243288,124675,118613,266,40,110,116,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000821,2189460,16.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
